,Player,Team_x,ShootsCatches_x,DOB,BirthCity,StateProvince,Country,Nationality,HeightInches,WeightPounds,DraftYear,DraftRound,DraftPickNumber,FirstSeason,HOF,GamesPlayed_x,Wins_x,Losses_x,Ties_x,OvertimeLosses_x,Shutouts_x,Season,Team_y,ShootsCatches_y,GamesPlayed_y,GamesStarted,Wins_y,Losses_y,Ties_y,OvertimeLosses_y,ShotsAgainst,Saves,GoalsAgainst,SavePct,GoalsAgainstAvg,TimeOnIce,Shutouts_y,GoalsScored,Assists,Points,PenaltyMinutes
1883,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2017-18,NSH,L,59,59,42,13,,4,1840,1706,134,0.927,2.31,3475:27,8,0,1,1,6
1884,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2011-12,NSH,L,73,72,43,18,,8,2153,1987,166,0.923,2.39,4168:52,5,0,5,5,0
1885,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2012-13,NSH,L,43,42,15,16,,8,1101,1002,99,0.91,2.43,2443:46,5,0,1,1,8
1886,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2014-15,NSH,L,64,64,41,17,,6,1807,1667,140,0.923,2.18,3850:47,4,0,1,1,8
1887,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2016-17,NSH,L,61,61,31,19,,9,1757,1613,144,0.918,2.42,3567:47,3,0,0,0,4
1888,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2009-10,NSH,L,58,54,32,16,,5,1541,1404,137,0.911,2.53,3245:41,7,0,0,0,2
1889,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2007-08,NSH,L,1,0,0,0,,0,8,8,0,1,0,29:24,0,0,0,0,0
1890,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2020-21,NSH,L,24,21,10,12,,1,664,602,62,0.907,2.84,1310:29,2,0,1,1,0
1891,Pekka Rinne,,L,1982-11-03,Kempele,,FIN,FIN,77,217,2004,8,258,2005-06,N,683,369,213,,75,60,2008-09,NSH,L,52,49,29,15,,4,1435,1316,119,0.917,2.38,2999:12,7,0,1,1,6
1892,David Rittich,WPG,L,1992-08-19,Jihlava,,CZE,CZE,75,206,,,,2016-17,N,156,73,45,,20,4,2017-18,CGY,L,21,16,8,6,,3,512,463,49,0.904,2.92,1008:14,0,0,0,0,14
1893,David Rittich,WPG,L,1992-08-19,Jihlava,,CZE,CZE,75,206,,,,2016-17,N,156,73,45,,20,4,2020-21,"CGY,TOR",L,19,15,5,8,,2,463,417,46,0.901,2.86,965:46,1,0,0,0,0
1894,David Rittich,WPG,L,1992-08-19,Jihlava,,CZE,CZE,75,206,,,,2016-17,N,156,73,45,,20,4,2019-20,CGY,L,48,48,24,17,,6,1478,1340,138,0.907,2.97,2791:58,2,0,1,1,6
1895,David Rittich,WPG,L,1992-08-19,Jihlava,,CZE,CZE,75,206,,,,2016-17,N,156,73,45,,20,4,2016-17,CGY,L,1,0,0,0,,0,10,9,1,0.9,3,20:00,0,0,0,0,0
1896,David Rittich,WPG,L,1992-08-19,Jihlava,,CZE,CZE,75,206,,,,2016-17,N,156,73,45,,20,4,2022-23,WPG,L,5,5,3,2,,0,126,111,15,0.881,3.07,292:44,0,0,0,0,0
1897,David Rittich,WPG,L,1992-08-19,Jihlava,,CZE,CZE,75,206,,,,2016-17,N,156,73,45,,20,4,2018-19,CGY,L,45,42,27,9,,5,1228,1119,109,0.911,2.61,2503:20,1,0,0,0,4
1898,David Rittich,WPG,L,1992-08-19,Jihlava,,CZE,CZE,75,206,,,,2016-17,N,156,73,45,,20,4,2021-22,NSH,L,17,12,6,3,,4,431,382,49,0.886,3.57,822:56,0,0,0,0,2
1899,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,1997-98,CGY,L,39,34,11,16,8,,997,887,110,0.89,2.99,2205:01,0,0,4,4,10
1900,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,1996-97,CGY,L,31,24,9,14,3,,760,682,78,0.897,2.89,1618:01,1,0,0,0,2
1901,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,1999-00,BUF,L,14,8,1,7,3,,277,245,32,0.884,2.84,677:10,0,0,0,0,0
1902,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2011-12,TBL,L,40,31,13,16,,3,1126,998,128,0.886,3.66,2098:31,1,0,0,0,6
1903,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2008-09,EDM,L,63,62,28,24,,9,1953,1787,166,0.915,2.77,3596:51,1,0,1,1,10
1904,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2002-03,MIN,L,50,47,23,16,8,,1334,1236,98,0.927,2,2945:03,4,0,1,1,4
1905,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,1998-99,BUF,L,18,15,6,8,2,,460,418,42,0.909,2.77,910:49,1,0,0,0,4
1906,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2001-02,MIN,L,45,40,14,20,7,,1132,1020,112,0.901,2.68,2506:29,5,0,0,0,8
1907,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2009-10,NYI,L,50,49,23,18,,7,1555,1410,145,0.907,3,2897:18,1,0,0,0,14
1908,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2010-11,"NYI,TBL",L,54,54,24,25,,5,1596,1458,138,0.914,2.59,3198:35,4,0,2,2,8
1909,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2003-04,MIN,L,48,46,19,18,11,,1323,1234,89,0.933,1.88,2846:56,5,0,1,1,8
1910,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2007-08,EDM,L,43,38,15,17,,5,1204,1085,119,0.901,3.05,2340:12,0,0,1,1,2
1911,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2005-06,"MIN,EDM",L,43,42,14,24,,5,1256,1141,115,0.908,2.73,2523:38,2,0,1,1,8
1912,Dwayne Roloson,,L,1969-10-12,Simcoe,ON,CAN,CAN,73,170,,,,1996-97,N,606,227,257,42,40,29,2006-07,EDM,L,68,66,27,34,,6,1969,1789,180,0.909,2.75,3931:33,4,0,3,3,12
1913,Michael Rosati,,L,1968-01-07,Toronto,ON,CAN,CAN,70,170,1988,7,131,1998-99,N,1,1,0,0,,0,1998-99,WSH,L,1,0,1,0,0,,12,12,0,1,0,28:07,0,0,0,0,0
1914,Dominic Roussel,,L,1970-02-22,Hull,QC,CAN,CAN,73,200,1988,3,63,1991-92,N,205,77,70,23,,7,1998-99,ANA,L,18,15,4,5,4,,478,441,37,0.923,2.51,883:53,1,0,0,0,0
1915,Dominic Roussel,,L,1970-02-22,Hull,QC,CAN,CAN,73,200,1988,3,63,1991-92,N,205,77,70,23,,7,1995-96,"PHI,WIN",L,16,11,4,5,2,,312,274,38,0.878,3.07,741:37,1,0,0,0,2
1916,Dominic Roussel,,L,1970-02-22,Hull,QC,CAN,CAN,73,200,1988,3,63,1991-92,N,205,77,70,23,,7,2000-01,"ANA,EDM",L,21,14,3,9,2,,446,394,52,0.883,3.12,1001:01,0,0,0,0,2
1917,Dominic Roussel,,L,1970-02-22,Hull,QC,CAN,CAN,73,200,1988,3,63,1991-92,N,205,77,70,23,,7,1999-00,ANA,L,20,14,6,5,3,,445,393,52,0.883,3.16,988:00,1,0,0,0,6
1918,Patrick Roy,,L,1965-10-05,Quebec,QC,CAN,CAN,74,190,1984,3,51,1984-85,Y,788,418,248,102,,54,1995-96,"MTL,COL",L,61,60,34,24,2,,1797,1632,165,0.908,2.78,3565:22,2,0,0,0,10
1919,Patrick Roy,,L,1965-10-05,Quebec,QC,CAN,CAN,74,190,1984,3,51,1984-85,Y,788,418,248,102,,54,1998-99,COL,L,61,61,32,19,8,,1673,1534,139,0.917,2.29,3648:17,5,0,2,2,28
1920,Patrick Roy,,L,1965-10-05,Quebec,QC,CAN,CAN,74,190,1984,3,51,1984-85,Y,788,418,248,102,,54,2002-03,COL,L,63,63,35,15,13,,1723,1586,137,0.92,2.18,3768:37,5,0,0,0,20
1921,Patrick Roy,,L,1965-10-05,Quebec,QC,CAN,CAN,74,190,1984,3,51,1984-85,Y,788,418,248,102,,54,1997-98,COL,L,65,63,31,19,13,,1825,1672,153,0.916,2.39,3835:16,4,0,3,3,39
1922,Patrick Roy,,L,1965-10-05,Quebec,QC,CAN,CAN,74,190,1984,3,51,1984-85,Y,788,418,248,102,,54,1999-00,COL,L,63,61,32,21,8,,1640,1499,141,0.914,2.28,3704:18,2,0,3,3,10
1923,Patrick Roy,,L,1965-10-05,Quebec,QC,CAN,CAN,74,190,1984,3,51,1984-85,Y,788,418,248,102,,54,1996-97,COL,L,62,62,38,15,7,,1861,1718,143,0.923,2.32,3697:48,7,0,1,1,15
1924,Patrick Roy,,L,1965-10-05,Quebec,QC,CAN,CAN,74,190,1984,3,51,1984-85,Y,788,418,248,102,,54,2001-02,COL,L,63,63,32,23,8,,1629,1507,122,0.925,1.94,3773:29,9,0,3,3,26
1925,Patrick Roy,,L,1965-10-05,Quebec,QC,CAN,CAN,74,190,1984,3,51,1984-85,Y,788,418,248,102,,54,2000-01,COL,L,62,60,40,13,7,,1513,1381,132,0.913,2.21,3584:30,4,0,5,5,10
1926,Cody Rudkowsky,,L,1978-07-21,Willingdon,AB,CAN,CAN,73,216,,,,2002-03,N,1,1,0,0,,0,2002-03,STL,L,1,0,1,0,0,,10,10,0,1,0,30:03,0,0,0,0,0
1927,Jussi Rynnas,,L,1987-05-22,Pori,,FIN,FIN,77,210,,,,2011-12,N,5,0,2,,0,0,2011-12,TOR,L,2,1,0,1,,0,40,33,7,0.825,4.25,98:54,0,0,0,0,0
1928,Jussi Rynnas,,L,1987-05-22,Pori,,FIN,FIN,77,210,,,,2011-12,N,5,0,2,,0,0,2012-13,TOR,L,1,0,0,0,,0,6,6,0,1,0,10:20,0,0,0,0,0
1929,Jussi Rynnas,,L,1987-05-22,Pori,,FIN,FIN,77,210,,,,2011-12,N,5,0,2,,0,0,2014-15,DAL,L,2,1,0,1,,0,44,37,7,0.841,4.54,92:25,0,0,0,0,0
1930,Dany Sabourin,,L,1980-09-02,Val-d'Or,QC,CAN,CAN,76,204,1998,4,108,2002-03,N,57,18,25,0,4,2,2008-09,PIT,L,19,16,6,8,,2,463,416,47,0.898,2.85,989:26,0,0,0,0,2
1931,Dany Sabourin,,L,1980-09-02,Val-d'Or,QC,CAN,CAN,76,204,1998,4,108,2002-03,N,57,18,25,0,4,2,2003-04,CGY,L,4,2,0,3,0,,66,56,10,0.848,3.56,168:42,0,0,1,1,0
1932,Dany Sabourin,,L,1980-09-02,Val-d'Or,QC,CAN,CAN,76,204,1998,4,108,2002-03,N,57,18,25,0,4,2,2005-06,PIT,L,1,1,0,1,,0,14,10,4,0.714,11.68,20:33,0,0,0,0,0
1933,Dany Sabourin,,L,1980-09-02,Val-d'Or,QC,CAN,CAN,76,204,1998,4,108,2002-03,N,57,18,25,0,4,2,2006-07,VAN,L,9,7,2,4,,1,224,203,21,0.906,2.63,479:33,0,0,0,0,0
1934,Dany Sabourin,,L,1980-09-02,Val-d'Or,QC,CAN,CAN,76,204,1998,4,108,2002-03,N,57,18,25,0,4,2,2007-08,PIT,L,24,19,10,9,,1,596,539,57,0.904,2.75,1241:31,2,0,0,0,2
1935,Alexander Salak,,L,1987-01-05,Strakonice,,CZE,CZE,73,189,,,,2009-10,N,2,0,1,,0,0,2009-10,FLA,L,2,0,0,1,,0,40,34,6,0.85,5.41,66:35,0,0,0,0,0
1936,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,1996-97,NYI,L,58,54,20,27,8,,1576,1425,151,0.904,2.82,3207:42,5,0,1,1,4
1937,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,2003-04,"EDM,COL",L,49,46,18,21,7,,1160,1041,119,0.897,2.56,2790:44,3,0,1,1,2
1938,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,1995-96,NYI,L,10,8,1,7,1,,250,215,35,0.86,4.01,523:27,0,0,0,0,0
1939,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,2002-03,EDM,L,65,65,29,27,8,,1708,1536,172,0.899,2.71,3814:22,4,0,0,0,4
1940,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,1998-99,"NYI,EDM",L,64,63,25,28,9,,1647,1488,159,0.903,2.57,3717:27,5,0,0,0,12
1941,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,1999-00,EDM,L,70,67,27,28,13,,1875,1713,162,0.914,2.33,4164:00,2,0,1,1,8
1942,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,2001-02,EDM,L,69,68,30,28,10,,1713,1564,149,0.913,2.22,4034:55,6,0,1,1,2
1943,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,2000-01,EDM,L,73,72,36,25,12,,1856,1677,179,0.904,2.46,4364:04,8,0,1,1,4
1944,Tommy Salo,,L,1971-02-01,Surahammar,,SWE,SWE,72,180,1993,5,118,1994-95,N,526,210,225,73,,37,1997-98,NYI,L,62,58,23,29,5,,1617,1465,152,0.906,2.64,3460:48,4,0,1,1,31
1945,Ilya Samsonov,TOR,L,1997-02-22,Magnitogorsk,,RUS,RUS,75,214,2015,1,22,2019-20,N,98,59,24,,8,6,2022-23,TOR,L,9,9,7,2,,0,238,220,18,0.924,2.09,516:24,0,0,0,0,0
1946,Ilya Samsonov,TOR,L,1997-02-22,Magnitogorsk,,RUS,RUS,75,214,2015,1,22,2019-20,N,98,59,24,,8,6,2021-22,WSH,L,44,39,23,12,,5,1145,1026,119,0.896,3.02,2361:18,3,0,0,0,0
1947,Ilya Samsonov,TOR,L,1997-02-22,Magnitogorsk,,RUS,RUS,75,214,2015,1,22,2019-20,N,98,59,24,,8,6,2020-21,WSH,L,19,18,13,4,,1,499,450,49,0.902,2.69,1092:49,2,0,1,1,0
1948,Ilya Samsonov,TOR,L,1997-02-22,Magnitogorsk,,RUS,RUS,75,214,2015,1,22,2019-20,N,98,59,24,,8,6,2019-20,WSH,L,26,22,16,6,,2,689,629,60,0.913,2.55,1411:02,1,0,0,0,2
1949,Felix Sandstrom,PHI,L,1997-01-12,Gävle,,SWE,SWE,74,191,2015,3,70,2021-22,N,13,1,9,,2,0,2022-23,PHI,L,8,7,1,5,,1,226,201,25,0.889,3.4,441:43,0,0,0,0,0
1950,Felix Sandstrom,PHI,L,1997-01-12,Gävle,,SWE,SWE,74,191,2015,3,70,2021-22,N,13,1,9,,2,0,2021-22,PHI,L,5,5,0,4,,1,177,161,16,0.91,3.23,297:15,0,0,0,0,0
1951,Curtis Sanford,,L,1979-10-05,Owen Sound,ON,CAN,CAN,71,187,,,,2002-03,N,144,47,55,0,15,6,2007-08,VAN,L,16,9,4,3,,1,313,281,32,0.898,2.83,679:02,0,0,1,1,2
1952,Curtis Sanford,,L,1979-10-05,Owen Sound,ON,CAN,CAN,71,187,,,,2002-03,N,144,47,55,0,15,6,2006-07,STL,L,31,26,8,12,,5,707,628,79,0.888,3.18,1491:38,0,0,0,0,0
1953,Curtis Sanford,,L,1979-10-05,Owen Sound,ON,CAN,CAN,71,187,,,,2002-03,N,144,47,55,0,15,6,2002-03,STL,L,8,7,5,1,0,,148,135,13,0.912,1.96,397:09,1,0,0,0,0
1954,Curtis Sanford,,L,1979-10-05,Owen Sound,ON,CAN,CAN,71,187,,,,2002-03,N,144,47,55,0,15,6,2011-12,CBJ,L,36,32,10,18,,4,971,885,86,0.911,2.6,1982:55,1,0,0,0,0
1955,Curtis Sanford,,L,1979-10-05,Owen Sound,ON,CAN,CAN,71,187,,,,2002-03,N,144,47,55,0,15,6,2005-06,STL,L,34,31,13,13,,5,885,804,81,0.908,2.66,1830:25,3,0,0,0,0
1956,Curtis Sanford,,L,1979-10-05,Owen Sound,ON,CAN,CAN,71,187,,,,2002-03,N,144,47,55,0,15,6,2008-09,VAN,L,19,15,7,8,,0,448,406,42,0.906,2.59,972:35,1,0,0,0,2
1957,Geoff Sarjeant,,L,1969-11-30,Newmarket,ON,CAN,CAN,69,180,,,,1994-95,N,8,1,2,1,,0,1995-96,SJS,L,4,2,0,2,1,,87,73,14,0.839,4.92,170:38,0,0,0,0,2
1958,Juuse Saros,NSH,L,1995-04-19,Forssa,,FIN,FIN,71,180,2013,4,99,2015-16,N,239,123,78,,22,18,2020-21,NSH,L,36,35,21,11,,1,1073,995,78,0.927,2.28,2051:48,3,0,0,0,2
1959,Juuse Saros,NSH,L,1995-04-19,Forssa,,FIN,FIN,71,180,2013,4,99,2015-16,N,239,123,78,,22,18,2022-23,NSH,L,17,17,9,6,,2,527,479,48,0.909,2.92,986:08,0,0,0,0,0
1960,Juuse Saros,NSH,L,1995-04-19,Forssa,,FIN,FIN,71,180,2013,4,99,2015-16,N,239,123,78,,22,18,2015-16,NSH,L,1,1,0,1,,0,23,20,3,0.87,3.1,58:01,0,0,0,0,0
1961,Juuse Saros,NSH,L,1995-04-19,Forssa,,FIN,FIN,71,180,2013,4,99,2015-16,N,239,123,78,,22,18,2018-19,NSH,L,31,27,17,10,,2,870,796,74,0.915,2.62,1696:13,3,0,0,0,0
1962,Juuse Saros,NSH,L,1995-04-19,Forssa,,FIN,FIN,71,180,2013,4,99,2015-16,N,239,123,78,,22,18,2021-22,NSH,L,67,67,38,25,,3,2107,1934,173,0.918,2.64,3931:42,4,0,0,0,0
1963,Juuse Saros,NSH,L,1995-04-19,Forssa,,FIN,FIN,71,180,2013,4,99,2015-16,N,239,123,78,,22,18,2019-20,NSH,L,40,34,17,12,,4,1142,1044,98,0.914,2.7,2176:50,4,0,0,0,0
1964,Juuse Saros,NSH,L,1995-04-19,Forssa,,FIN,FIN,71,180,2013,4,99,2015-16,N,239,123,78,,22,18,2017-18,NSH,L,26,23,11,5,,7,810,749,61,0.925,2.45,1496:40,3,0,3,3,0
1965,Juuse Saros,NSH,L,1995-04-19,Forssa,,FIN,FIN,71,180,2013,4,99,2015-16,N,239,123,78,,22,18,2016-17,NSH,L,21,19,10,8,,3,614,567,47,0.923,2.35,1199:55,1,0,1,1,0
1966,Harri Sateri,,L,1989-12-29,Toijala,,FIN,FIN,73,205,2008,4,106,2017-18,N,15,6,6,,1,0,2017-18,FLA,L,9,7,4,4,,0,271,247,24,0.911,2.92,492:36,0,0,0,0,0
1967,Harri Sateri,,L,1989-12-29,Toijala,,FIN,FIN,73,205,2008,4,106,2017-18,N,15,6,6,,1,0,2021-22,ARI,L,6,4,2,2,,1,157,136,21,0.866,4.22,298:22,0,0,0,0,0
1968,Philippe Sauve,,L,1980-02-27,Buffalo,NY,USA,USA,72,190,1998,2,38,2000-01,N,32,10,14,3,0,0,2006-07,BOS,L,2,0,0,0,,0,23,19,4,0.826,5.8,41:22,0,0,0,0,0
1969,Philippe Sauve,,L,1980-02-27,Buffalo,NY,USA,USA,72,190,1998,2,38,2000-01,N,32,10,14,3,0,0,2005-06,"CGY,PHX",L,13,9,3,7,,0,330,291,39,0.882,3.97,589:13,0,0,0,0,21
1970,Philippe Sauve,,L,1980-02-27,Buffalo,NY,USA,USA,72,190,1998,2,38,2000-01,N,32,10,14,3,0,0,2003-04,COL,L,17,16,7,7,3,,479,429,50,0.896,3.04,986:24,0,0,0,0,2
1971,Zach Sawchenko,CAR,L,1997-12-30,Calgary,AB,CAN,CAN,73,185,,,,2021-22,N,7,1,2,,1,0,2021-22,SJS,L,7,3,1,2,,1,151,136,15,0.901,3.35,268:58,0,0,0,0,0
1972,Nolan Schaefer,,R,1980-01-15,Yellow Grass,SK,CAN,CAN,74,200,2000,5,166,2005-06,N,7,5,1,,0,1,2005-06,SJS,R,7,5,5,1,,0,138,127,11,0.92,1.87,352:12,1,0,0,0,2
1973,Paxton Schafer,,L,1976-02-26,Medicine Hat,AB,CAN,CAN,69,152,1995,2,47,1996-97,N,3,0,0,0,,0,1996-97,BOS,L,3,0,0,0,0,,25,19,6,0.76,4.65,77:28,0,0,0,0,0
1974,Akira Schmid,NJD,L,2000-05-12,Bern,,CHE,CHE,77,205,2018,5,136,2021-22,N,10,4,4,,0,0,2021-22,NJD,L,6,4,0,4,,0,114,95,19,0.833,4.83,235:59,0,0,0,0,0
1975,Akira Schmid,NJD,L,2000-05-12,Bern,,CHE,CHE,77,205,2018,5,136,2021-22,N,10,4,4,,0,0,2022-23,NJD,L,4,3,4,0,,0,85,81,4,0.953,1.24,193:43,0,0,0,0,0
1976,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2014-15,NJD,L,69,68,26,31,,9,1982,1834,148,0.925,2.26,3923:55,5,0,2,2,0
1977,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2015-16,NJD,L,58,58,27,25,,6,1597,1475,122,0.924,2.15,3412:26,4,0,0,0,0
1978,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2010-11,VAN,L,25,22,16,4,,2,714,663,51,0.929,2.23,1371:47,1,0,3,3,0
1979,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2011-12,VAN,L,33,28,20,8,,1,945,885,60,0.937,1.96,1832:50,3,0,2,2,0
1980,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2016-17,NJD,L,60,59,20,27,,11,1781,1618,163,0.908,2.82,3472:50,2,0,0,0,0
1981,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2019-20,NJD,L,13,11,3,6,,2,355,315,40,0.887,3.53,679:16,1,0,1,1,0
1982,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2017-18,NJD,L,40,40,17,16,,6,1228,1114,114,0.907,2.93,2332:15,1,0,0,0,0
1983,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2012-13,VAN,L,30,30,17,9,,4,835,774,61,0.927,2.11,1733:19,5,0,1,1,0
1984,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2021-22,NYI,L,1,1,1,0,,0,30,27,3,0.9,3,60:00,0,0,0,0,0
1985,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2013-14,NJD,L,45,43,16,15,,12,1107,1019,88,0.921,1.97,2679:54,3,0,0,0,4
1986,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2009-10,VAN,L,2,1,0,1,,0,59,54,5,0.915,3.81,78:42,0,0,0,0,0
1987,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2008-09,VAN,L,8,5,2,4,,1,162,142,20,0.877,3.38,355:24,0,0,0,0,0
1988,Cory Schneider,NYI,L,1986-03-18,Marblehead,MA,USA,USA,75,214,2004,1,26,2008-09,N,410,171,159,,58,26,2018-19,NJD,L,26,23,6,13,,4,718,648,70,0.903,3.06,1371:47,1,0,0,0,0
1989,Corey Schwab,,L,1970-11-04,North Battleford,SK,CAN,CAN,72,180,1990,10,200,1995-96,N,147,42,63,13,,6,1995-96,NJD,L,10,4,0,3,0,,119,107,12,0.899,2.18,330:39,0,0,0,0,31
1990,Corey Schwab,,L,1970-11-04,North Battleford,SK,CAN,CAN,72,180,1990,10,200,1995-96,N,147,42,63,13,,6,1998-99,TBL,L,40,35,8,25,3,,1153,1027,126,0.891,3.52,2145:51,0,0,4,4,4
1991,Corey Schwab,,L,1970-11-04,North Battleford,SK,CAN,CAN,72,180,1990,10,200,1995-96,N,147,42,63,13,,6,1996-97,TBL,L,31,23,11,12,1,,719,645,74,0.897,3.04,1462:17,2,0,1,1,10
1992,Corey Schwab,,L,1970-11-04,North Battleford,SK,CAN,CAN,72,180,1990,10,200,1995-96,N,147,42,63,13,,6,2001-02,TOR,L,30,27,12,10,5,,707,632,75,0.894,2.73,1645:51,1,0,0,0,2
1993,Corey Schwab,,L,1970-11-04,North Battleford,SK,CAN,CAN,72,180,1990,10,200,1995-96,N,147,42,63,13,,6,1997-98,TBL,L,16,13,2,9,1,,370,330,40,0.892,2.92,820:40,1,0,0,0,2
1994,Corey Schwab,,L,1970-11-04,North Battleford,SK,CAN,CAN,72,180,1990,10,200,1995-96,N,147,42,63,13,,6,2003-04,NJD,L,3,3,2,0,1,,68,66,2,0.971,0.64,187:02,1,0,1,1,2
1995,Corey Schwab,,L,1970-11-04,North Battleford,SK,CAN,CAN,72,180,1990,10,200,1995-96,N,147,42,63,13,,6,2002-03,NJD,L,11,9,5,3,1,,223,208,15,0.933,1.47,613:40,1,0,0,0,0
1996,Corey Schwab,,L,1970-11-04,North Battleford,SK,CAN,CAN,72,180,1990,10,200,1995-96,N,147,42,63,13,,6,1999-00,VAN,L,6,4,2,1,1,,115,99,16,0.861,3.57,268:33,0,0,0,0,2
1997,Marek Schwarz,,R,1986-04-01,Mlada Boleslav,,CZE,CZE,72,180,2004,1,17,2006-07,N,6,0,2,,0,0,2007-08,STL,R,2,0,0,1,,0,17,11,6,0.647,7.25,49:38,0,0,0,0,0
1998,Marek Schwarz,,R,1986-04-01,Mlada Boleslav,,CZE,CZE,72,180,2004,1,17,2006-07,N,6,0,2,,0,0,2008-09,STL,R,2,0,0,0,,0,5,5,0,1,0,15:23,0,0,0,0,0
